,FileName,Label,ClassName
38,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_076.jpg,0,Agaricus Bisporus
39,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_083.jpg,0,Agaricus Bisporus
40,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_089.jpg,0,Agaricus Bisporus
41,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_085.jpg,0,Agaricus Bisporus
42,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_090.jpg,0,Agaricus Bisporus
43,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_100.jpg,0,Agaricus Bisporus
44,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_091.jpg,0,Agaricus Bisporus
45,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_092.jpg,0,Agaricus Bisporus
46,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_093.jpg,0,Agaricus Bisporus
47,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_098.jpg,0,Agaricus Bisporus
48,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_101.jpg,0,Agaricus Bisporus
49,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_099.jpg,0,Agaricus Bisporus
50,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_097.jpg,0,Agaricus Bisporus
51,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_103.jpg,0,Agaricus Bisporus
52,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_102.jpg,0,Agaricus Bisporus
53,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_104.jpg,0,Agaricus Bisporus
54,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_112.jpg,0,Agaricus Bisporus
55,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_113.jpg,0,Agaricus Bisporus
56,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_110.jpg,0,Agaricus Bisporus
57,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_109.jpg,0,Agaricus Bisporus
58,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_115.jpg,0,Agaricus Bisporus
59,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_118.jpg,0,Agaricus Bisporus
60,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_119.jpg,0,Agaricus Bisporus
61,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_124.jpg,0,Agaricus Bisporus
62,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_125.jpg,0,Agaricus Bisporus
63,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_123.jpg,0,Agaricus Bisporus
64,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_128.jpg,0,Agaricus Bisporus
65,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_129.jpg,0,Agaricus Bisporus
66,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_130.jpg,0,Agaricus Bisporus
67,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_133.jpg,0,Agaricus Bisporus
68,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_127.jpg,0,Agaricus Bisporus
69,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_136.jpg,0,Agaricus Bisporus
70,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_131.jpg,0,Agaricus Bisporus
71,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_135.jpg,0,Agaricus Bisporus
72,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_134.jpg,0,Agaricus Bisporus
73,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_132.jpg,0,Agaricus Bisporus
74,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_147.jpg,0,Agaricus Bisporus
75,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_142.jpg,0,Agaricus Bisporus
76,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_140.jpg,0,Agaricus Bisporus
77,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_144.jpg,0,Agaricus Bisporus
78,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_143.jpg,0,Agaricus Bisporus
79,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_145.jpg,0,Agaricus Bisporus
80,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_148.jpg,0,Agaricus Bisporus
81,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_150.jpg,0,Agaricus Bisporus
82,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_155.jpg,0,Agaricus Bisporus
83,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_153.jpg,0,Agaricus Bisporus
84,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_154.jpg,0,Agaricus Bisporus
85,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_159.jpg,0,Agaricus Bisporus
86,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_152.jpg,0,Agaricus Bisporus
87,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_158.jpg,0,Agaricus Bisporus
88,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_157.jpg,0,Agaricus Bisporus
89,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_160.jpg,0,Agaricus Bisporus
90,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_161.jpg,0,Agaricus Bisporus
91,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_166.jpg,0,Agaricus Bisporus
92,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_165.jpg,0,Agaricus Bisporus
93,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_162.jpg,0,Agaricus Bisporus
94,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_171.jpg,0,Agaricus Bisporus
95,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_169.jpg,0,Agaricus Bisporus
96,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_172.jpg,0,Agaricus Bisporus
97,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_174.jpg,0,Agaricus Bisporus
98,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_179.jpg,0,Agaricus Bisporus
99,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_180.jpg,0,Agaricus Bisporus
100,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_182.jpg,0,Agaricus Bisporus
101,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_183.jpg,0,Agaricus Bisporus
102,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_175.jpg,0,Agaricus Bisporus
103,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_191.jpg,0,Agaricus Bisporus
104,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_189.jpg,0,Agaricus Bisporus
105,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_190.jpg,0,Agaricus Bisporus
106,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_194.jpg,0,Agaricus Bisporus
107,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_187.jpg,0,Agaricus Bisporus
108,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_195.jpg,0,Agaricus Bisporus
109,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_197.jpg,0,Agaricus Bisporus
110,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_196.jpg,0,Agaricus Bisporus
111,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_198.jpg,0,Agaricus Bisporus
112,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_202.jpg,0,Agaricus Bisporus
113,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_201.jpg,0,Agaricus Bisporus
114,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_200.jpg,0,Agaricus Bisporus
115,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_204.jpg,0,Agaricus Bisporus
116,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_205.jpg,0,Agaricus Bisporus
117,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_209.jpg,0,Agaricus Bisporus
118,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_216.jpg,0,Agaricus Bisporus
119,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_217.jpg,0,Agaricus Bisporus
120,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_212.jpg,0,Agaricus Bisporus
121,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_219.jpg,0,Agaricus Bisporus
122,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_229.jpg,0,Agaricus Bisporus
123,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_224.jpg,0,Agaricus Bisporus
124,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_221.jpg,0,Agaricus Bisporus
125,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_220.jpg,0,Agaricus Bisporus
126,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_225.jpg,0,Agaricus Bisporus
127,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_222.jpg,0,Agaricus Bisporus
128,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_230.jpg,0,Agaricus Bisporus
129,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_228.jpg,0,Agaricus Bisporus
130,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_226.jpg,0,Agaricus Bisporus
131,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_236.jpg,0,Agaricus Bisporus
132,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_240.jpg,0,Agaricus Bisporus
133,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_234.jpg,0,Agaricus Bisporus
134,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_232.jpg,0,Agaricus Bisporus
135,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_238.jpg,0,Agaricus Bisporus
136,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_246.jpg,0,Agaricus Bisporus
137,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_245.jpg,0,Agaricus Bisporus
138,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_248.jpg,0,Agaricus Bisporus
139,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_251.jpg,0,Agaricus Bisporus
140,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_249.jpg,0,Agaricus Bisporus
141,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_253.jpg,0,Agaricus Bisporus
142,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_254.jpg,0,Agaricus Bisporus
143,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_262.jpg,0,Agaricus Bisporus
144,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_261.jpg,0,Agaricus Bisporus
145,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_264.jpg,0,Agaricus Bisporus
146,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_259.jpg,0,Agaricus Bisporus
147,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_256.jpg,0,Agaricus Bisporus
148,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_255.jpg,0,Agaricus Bisporus
149,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_265.jpg,0,Agaricus Bisporus
150,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_269.jpg,0,Agaricus Bisporus
151,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_275.jpg,0,Agaricus Bisporus
152,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_267.jpg,0,Agaricus Bisporus
153,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_271.jpg,0,Agaricus Bisporus
154,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_272.jpg,0,Agaricus Bisporus
155,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_270.jpg,0,Agaricus Bisporus
156,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_277.jpg,0,Agaricus Bisporus
157,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_286.jpg,0,Agaricus Bisporus
158,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_285.jpg,0,Agaricus Bisporus
159,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_279.jpg,0,Agaricus Bisporus
160,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_280.jpg,0,Agaricus Bisporus
161,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_281.jpg,0,Agaricus Bisporus
162,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_289.jpg,0,Agaricus Bisporus
163,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_291.jpg,0,Agaricus Bisporus
164,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_290.jpg,0,Agaricus Bisporus
165,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_298.jpg,0,Agaricus Bisporus
166,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_296.jpg,0,Agaricus Bisporus
167,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_301.jpg,0,Agaricus Bisporus
168,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_300.jpg,0,Agaricus Bisporus
169,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_305.jpg,0,Agaricus Bisporus
170,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_303.jpg,0,Agaricus Bisporus
171,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_304.jpg,0,Agaricus Bisporus
172,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_302.jpg,0,Agaricus Bisporus
173,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_307.jpg,0,Agaricus Bisporus
174,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_313.jpg,0,Agaricus Bisporus
175,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_312.jpg,0,Agaricus Bisporus
176,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_316.jpg,0,Agaricus Bisporus
177,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_314.jpg,0,Agaricus Bisporus
178,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_317.jpg,0,Agaricus Bisporus
179,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_323.jpg,0,Agaricus Bisporus
180,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_324.jpg,0,Agaricus Bisporus
181,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_329.jpg,0,Agaricus Bisporus
182,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_330.jpg,0,Agaricus Bisporus
183,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_327.jpg,0,Agaricus Bisporus
184,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_334.jpg,0,Agaricus Bisporus
185,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_332.jpg,0,Agaricus Bisporus
186,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_339.jpg,0,Agaricus Bisporus
187,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_337.jpg,0,Agaricus Bisporus
188,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_336.jpg,0,Agaricus Bisporus
189,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_335.jpg,0,Agaricus Bisporus
190,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_342.jpg,0,Agaricus Bisporus
191,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_343.jpg,0,Agaricus Bisporus
192,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_341.jpg,0,Agaricus Bisporus
193,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_356.jpg,0,Agaricus Bisporus
194,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_347.jpg,0,Agaricus Bisporus
195,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_350.jpg,0,Agaricus Bisporus
196,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_352.jpg,0,Agaricus Bisporus
197,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_354.jpg,0,Agaricus Bisporus
198,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_348.jpg,0,Agaricus Bisporus
199,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_355.jpg,0,Agaricus Bisporus
200,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_349.jpg,0,Agaricus Bisporus
201,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_363.jpg,0,Agaricus Bisporus
202,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_359.jpg,0,Agaricus Bisporus
203,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_362.jpg,0,Agaricus Bisporus
204,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_365.jpg,0,Agaricus Bisporus
205,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_366.jpg,0,Agaricus Bisporus
206,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_371.jpg,0,Agaricus Bisporus
207,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_375.jpg,0,Agaricus Bisporus
208,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_377.jpg,0,Agaricus Bisporus
209,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_372.jpg,0,Agaricus Bisporus
210,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_378.jpg,0,Agaricus Bisporus
211,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_373.png,0,Agaricus Bisporus
212,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_376.jpg,0,Agaricus Bisporus
213,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_381.jpg,0,Agaricus Bisporus
214,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_388.jpg,0,Agaricus Bisporus
215,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_384.jpg,0,Agaricus Bisporus
216,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_382.jpg,0,Agaricus Bisporus
217,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_383.jpg,0,Agaricus Bisporus
